idx,start_sec,end_sec,text
926,4028.650,4030.710,y con esto prácticamente yo hago
927,4030.710,4033.310,la diferencia entre lo que es
928,4033.310,4035.070,la coordenada
929,4035.070,4036.730,"en X, en la coordenada horizontal"
930,4036.730,4039.010,vertical del centro
931,4039.010,4040.830,el ancho y el alto
932,4040.830,4042.290,como el tensor es del mismo tamaño
933,4042.290,4044.430,simplemente hacemos la resta de esas dos
934,4044.430,4045.590,sin mucho inconveniente
935,4045.590,4046.750,Porque es el mismo tamaño.
936,4047.230,4051.270,"Hacemos la resta, le damos al cuadrado, y ese le damos al cuadrado,"
937,4051.390,4053.650,"sumamos todos esos elementos que están en ese tensor,"
938,4053.910,4057.930,entonces me representaría prácticamente esta estructuración.
939,4059.730,4063.590,"Aquí el 5 adelante, perdón, este será el 5 adelante, serán las probabilidades."
940,4064.710,4065.950,"Sí, estas son las probabilidades."
941,4066.530,4067.610,Y este serán los centros.
942,4069.870,4074.590,"Entonces aquí calculamos las probabilidades, porque en este caso el 5 lo vi mal con el 2."
943,4074.590,4076.470,"punto. Entonces, este caso"
944,4076.470,4078.790,"5 adelante, representaría las probabilidades."
945,4079.310,4080.410,Calculamos esta diferencia
946,4080.410,4082.530,"de las probabilidades, hacemos la suma completamente."
947,4083.090,4083.370,Tenemos
948,4083.370,4086.450,diferencia de las probabilidades
949,4086.450,4088.530,en la predicción de cada una de las clases.
950,4088.710,4090.790,Eso es lo que hace este caso del cálculo.
951,4091.530,4092.430,Y lo que tenemos acá
952,4092.430,4094.430,sería el cálculo que es los centros.
953,4094.590,4096.330,Ahí sí nos quedamos con los primeros
954,4096.330,4098.710,casos. El 1.
955,4100.370,4101.550,El 1 y el 3.
956,4101.790,4104.170,Sería este caso porque el primer elemento
957,4104.170,4108.570,"representaría lo que es el confidence, los cuatro elementos siguientes,"
958,4108.790,4114.730,"el primero y el segundo, serían en este caso los elementos que se extraen de esa celda"
959,4114.730,4117.290,o de ese tensor en cubo.
960,4117.730,4120.330,"Bien, entonces aquí calculamos lo que es la diferencia de los centros"
961,4120.330,4124.430,y tenemos justamente la función de pérdida en términos de centros
962,4124.430,4129.810,"y luego calculamos lo que es la diferencia, lo que es el ancho y el alto."
963,4129.810,4141.130,"Entonces, el ancho y el alto, en este caso estarían las coordenadas 4, en este caso 3 y 4, porque justamente el cubo está representado de esa manera."
964,4141.850,4149.310,"Entonces, extraemos las características de lo que es el ancho y el alto para lo que es datos de origen, datos reales y datos predichas."
965,4149.810,4156.510,Calculamos la diferencia y hacemos la suma de toda esa representación teniendo ahora este cálculo.
966,4156.510,4162.090,entonces el cálculo que es el centro y también el tamaño lo podemos sumar como
967,4162.090,4166.910,esta variable y luego podemos ponderarla entonces la fórmula completa de lo que
968,4166.910,4171.450,es la función de pérdida está la pérdida en función de lo que es el objeto que te
969,4171.450,4175.450,queremos predecir bien de manera correcta y aquí tenemos la ponderación
970,4175.450,4183.130,lo que representaría es si el objeto lo digamos
971,4183.130,4187.230,"la sección que no logra detectar bien, entonces"
972,4187.230,4191.090,prácticamente lo podemos ponderar en función de estas coordenadas. Entonces aquí tenemos
973,4191.090,4194.770,prácticamente la suma de los elementos de los objetos desperdidos más lo que es
974,4194.770,4199.190,"la caja, la categoría y luego aquí tenemos la parte que"
975,4199.190,4203.150,"no logra detectar, digamos la penalización que se le está"
976,4203.150,4206.790,dando a aquella celda que no tiene objeto. Eso es.
977,4207.030,4213.040,¿Ya? Consulta. Es la valoración de esta fórmula.
978,4213.040,4232.640,"Y como ya les comenté, la parte lo que es la pérdida más pronunciada para aquellas detecciones de las cajitas, porque aquí tenemos el box loss, 12 veces que el box loss tenemos aquí el lambda cort, que no es más que estas variables que tenemos acá."
979,4232.640,4239.480,"Le estamos asignando un peso, un costo más alto si la cajita está mal ubicada."
980,4240.580,4251.980,"Aquellas cajitas que no están bien ubicadas y efectivamente ese objeto debe ser detectado, entonces está penalizado con valor alto."
981,4252.440,4260.020,"Pero aquellas celdas que no tienen objeto y se logró predecir algo, no me importa mucho y tenemos un costo mucho más leve."
982,4262.640,4267.280,"Entonces, tenemos acá prácticamente nuestra función de pérdida asociada con este modelo."
983,4268.040,4272.580,Y en este caso serían unos datos de Pascal.
984,4272.980,4276.560,"Pascal en este caso son unos datos relacionados, como ya les comenté,"
985,4276.760,4282.820,"como de perrito, algunos aves, algunos vehículos, unas señalizaciones, aviones,"
986,4283.600,4287.540,"y digamos, trenes y aviones también hay en efecto."
987,4287.540,4293.880,entonces esta base de datos
988,4293.880,4296.000,se conoce como Visual Object Classes
989,4296.000,4297.980,o Pascal en este caso
990,4297.980,4299.340,con este nombre reducido
991,4299.340,4301.960,este conjunto de datos como ya os comenté
992,4301.960,4303.980,es una base de datos
993,4303.980,4305.700,tipo Benchmark que no solamente
994,4305.700,4307.180,lo ha usado para efectos de detección
995,4307.180,4309.420,también lo ha usado para efectos de segmentación
996,4309.420,4312.220,"clasificación, como tiene la etiqueta"
997,4312.220,4313.920,le puedo abordar
998,4313.920,4315.020,como un problema de clasificación
999,4315.020,4317.380,si hay que abordar como un problema de segmentación
1000,4317.380,4319.380,con UNET o en este caso la ARENET
1001,4319.380,4323.280,También tiene esa información como por cortes.
1002,4323.580,4324.940,"Bien, lo puedo utilizar ese efecto."
1003,4325.560,4331.700,"Bien, entonces, hay amplia variedad de tareas que podemos abordar con esta base de datos específico."
1004,4332.300,4335.400,"Entonces, los datos en este caso contiene varias clases."
1005,4335.520,4343.760,"En este caso, como las clases de personas, animales como pájaros, gatos, vacas, perros, caballos, ovejas."
1006,4343.860,4349.280,"Bien, y vehículos en este caso, aviones, bicicletas, barcos, autobuses, coches, motos, tren."
1007,4349.380,4360.560,"Bien, y la parte interior, en este caso, bueno, coloca como una clasificación como interior. Sería botella, silla, mesa comedor, cosas que están relacionadas dentro de una vivienda, como de esa forma."
1008,4361.760,4367.880,"Entonces, ahí tenemos prácticamente esas 20 categorías. Si nosotros lo contamos, son esos 20 que están ahí."
1009,4369.620,4380.400,"Ya, entonces, con esta base de datos lo podemos conectar directamente con este enlace. Este, en este caso, no es algo que no está definidamente en el sistema operativo. Lo puede ejecutar en cualquier entorno."
1010,4380.660,4382.320,Se supone que debe descargarlo.
1011,4382.640,4385.800,"Si está trabajando con Windows, con Linux, con Mac,"
1012,4386.060,4387.820,"si tiene Kaggle Hub instalada,"
1013,4388.020,4390.140,va a tener ese acceso sin mucho inconveniente.
1014,4390.740,4393.940,"Entonces, este dato, o esta base de datos,"
1015,4394.800,4396.600,debería ser liviana en cierto aspecto.
1016,4397.180,4399.300,Más o menos en 31 segundos se logró descargar.
1017,4399.760,4402.320,Eso pesa alrededor de 2.64 GB.
1018,4402.320,4404.580,"Más o menos esa sería la base de datos que está disponible,"
1019,4404.740,4406.000,de este Pascal.
1020,4406.000,4410.740,y de hecho esta es una de las tantas versiones
1021,4410.740,4412.660,esta es la versión de Pascal
1022,4412.660,4414.440,creo que esta misma
1023,4414.440,4417.220,Kaggle Hub tiene las dos versiones
1024,4417.220,4419.040,está la versión 2007
1025,4419.040,4420.260,que estamos grabando acá
1026,4420.260,4422.500,y creo que tiene la versión 2010
1027,4422.500,4425.000,el 2010 tiene un par de
1028,4425.000,4427.140,creo que dos clases más
1029,4427.140,4428.440,a ver si puedo decirlo
1030,4428.440,4431.540,entonces vamos a utilizar la de 2007
1031,4431.540,4432.680,para efecto de ilustración
1032,4432.680,4434.060,y en este caso
1033,4434.060,4436.080,no tiene
1034,4436.080,4438.240,una lista
1035,4438.240,4439.920,completamente que podemos extraer
1036,4439.920,4442.000,"entonces bueno, aquí aproveché de colocar"
1037,4442.000,4444.120,cuántas clases hay y alisté todo lo que
1038,4444.120,4445.420,he mencionado anteriormente
1039,4445.420,4447.920,para tenerlo como referencia
1040,4447.920,4449.880,y luego con eso simplemente
1041,4449.880,4451.920,nos lanzamos para efectos de calcular
1042,4451.920,4453.180,cuál será el número de clases
1043,4453.180,4455.720,cuál será el tamaño de imagen que nosotros vamos a utilizar
1044,4455.720,4457.800,"para este efecto, esta imagen"
1045,4457.800,4459.920,vamos a cargar en tamaño de 224x24
1046,4460.520,4461.780,o menos es el tamaño
1047,4461.780,4463.060,que tiene
1048,4463.060,4465.080,que provee directamente Pascal.
1049,4465.640,4465.720,Bien.
1050,4466.260,4469.480,Y con esto vamos a hacer las divisiones de las imágenes
1051,4469.480,4471.500,en varios pedacitos.
1052,4471.880,4474.840,Y en este caso el batch size será 32.
1053,4475.300,4478.500,"Entonces, por lo tanto, ya tenemos la configuración."
1054,4480.500,4484.580,Y a partir de acá cargamos lo que es la información
1055,4484.580,4485.760,directamente en la carpeta.
1056,4485.760,4490.100,"Entonces, aquí podemos utilizar la librería de AWS"
1057,4490.100,4492.300,para justamente encontrar la ruta
1058,4492.300,4494.300,de esas imágenes y aquí
1059,4494.300,4496.560,por efecto
1060,4496.560,4498.240,de ilustración y ustedes pueden correr
1061,4498.240,4500.480,"sin mucho inconveniente, lo dejamos en 5000"
1062,4500.480,4502.340,"muestras, entonces ahí tienen"
1063,4502.340,4504.340,"más muestras, tienen alrededor como unos"
1064,4505.160,4506.440,10.000 muestras
1065,4506.440,4507.880,"si no me equivoco, un poco más"
1066,4507.880,4510.320,entonces en este caso para aligerar
1067,4510.320,4512.540,"la carga, lo dejen nada más en 5000"
1068,4512.540,4514.320,y aún así se demora harto
1069,4514.320,4516.000,para hacer el cómputo
1070,4516.000,4518.420,"bien, entonces lo dejen en este caso"
1071,4518.420,4519.100,con ese número
1072,4519.100,4523.260,para efecto de ver cómo funciona en este caso.
1073,4523.780,4526.900,"Entonces, estos datos que tenemos acá de Pascal"
1074,4526.900,4528.360,"están en formato JPG,"
1075,4528.640,4530.420,diferente del TIFF que es alta resolución
1076,4530.420,4532.700,o tenemos cualquier otro tipo de formato.
1077,4533.140,4534.200,Igual nos hace inconveniente
1078,4534.200,4536.220,la cuestión de ubicarlas bien
1079,4536.220,4539.300,y simplemente los cargamos sin mucho problema.
1080,4539.860,4541.720,"Entonces, tenemos aquí la ruta de las imágenes,"
1081,4541.720,4545.820,tenemos lo que es la referencia
1082,4545.820,4550.060,de esa información que viene a partir de estos datos.
1083,4550.740,4554.800,"Bien, y la transformación son bastante sencillas que vamos a abordar en este caso."
1084,4555.000,4559.160,"No hacemos rotaciones, no hacemos relaciones, nada de esto más elaborada"
1085,4559.160,4563.220,"para efectos de data augmentation, sino simplemente hacemos una reducción"
1086,4563.220,4567.740,"de imágenes de tamaño de ancho y alto, ya establecida anteriormente,"
1087,4567.740,4569.520,y lo convertimos a un tensor.
1088,4569.520,4577.240,ya entonces tanto aquí no es nada diferente que nosotros hemos visto
1089,4577.240,4581.860,y aquí utilizamos la librería pil para efectos de cargar las imágenes entonces
1090,4581.860,4587.700,aquí cargamos las imágenes usando justamente image.open y cargamos en
1091,4587.700,4592.660,formato rojo verde y azul que sería como el estándar que nosotros manejamos en a
1092,4592.660,4597.220,nivel de imágenes bien y con eso hacemos la transformación y luego lo guardamos
1093,4597.220,4603.580,como un arreglo y con ese arreglo lo pasamos directamente como parte de la
1094,4603.580,4609.780,estructura de los datos entonces tenemos toda esa data apilada
1095,4609.780,4613.620,y bueno se demora aproximadamente como 21 segundos si no me equivoco aquí en colap
1096,4613.620,4619.000,y acá empezamos a extraer la información lo que es las cajitas entonces
1097,4619.000,4623.600,realmente nosotros tenemos la estructura de xml con esta estructura de xml vamos a
1098,4623.600,4627.940,extraer cada una de estas información porque cada una imagen tiene un
1099,4627.940,4634.040,xml entonces cada una imagen nosotros lo hacemos uno a uno y esa uno a uno igual
